Station Code,Station Name,Latitude,Longitude,Data Center(s)
R3CDE,Raspberry Shake Citizen Science Station,49.33333333,-123.1651991,RASPISHAKE
R3CE8,Raspberry Shake Citizen Science Station,58.05405405,14.33639613,RASPISHAKE
R3CED,Raspberry Shake Citizen Science Station,45.38738739,-75.70502958,RASPISHAKE
R3CF1,Raspberry Shake Citizen Science Station,50.55855856,36.55915726,RASPISHAKE
R3D34,Raspberry Shake Citizen Science Station,40.8018018,-77.90188063,RASPISHAKE
R3D3B,Raspberry Shake Citizen Science Station,12.27027027,122.040246,RASPISHAKE
R3D56,Raspberry Shake Citizen Science Station,39.05405405,-77.21334989,RASPISHAKE
R3D81,Raspberry Shake Citizen Science Station,28.05405405,-82.40785363,RASPISHAKE
R3D96,Raspberry Shake Citizen Science Station,53.41441441,7.95115684,RASPISHAKE
R3DC0,Raspberry Shake Citizen Science Station,40.74774775,-111.8559368,RASPISHAKE
R3DD0,Raspberry Shake Citizen Science Station,14.36036036,121.0476096,RASPISHAKE
R3DF3,Raspberry Shake Citizen Science Station,35.95495495,-96.2422601,RASPISHAKE
R3DFD,Raspberry Shake Citizen Science Station,49.96396396,8.824205397,RASPISHAKE
R3DFE,Raspberry Shake Citizen Science Station,-6.306306306,106.6829993,RASPISHAKE
R3E0C,Raspberry Shake Citizen Science Station,15.33333333,-61.3280325,RASPISHAKE
R3E31,Raspberry Shake Citizen Science Station,38.08108108,-90.47315073,RASPISHAKE
R3E59,Raspberry Shake Citizen Science Station,-0.675675676,119.7291976,RASPISHAKE
R3E6F,Raspberry Shake Citizen Science Station,44.86486486,-91.91174562,RASPISHAKE
R3E8F,Raspberry Shake Citizen Science Station,36.01801802,129.3383432,RASPISHAKE
R3EA6,Raspberry Shake Citizen Science Station,36.97297297,-122.0008619,RASPISHAKE
R3EDD,Raspberry Shake Citizen Science Station,46.77477477,10.15610506,RASPISHAKE
R3EE8,Raspberry Shake Citizen Science Station,25.06306306,121.5752277,RASPISHAKE
R3EEE,Raspberry Shake Citizen Science Station,33.94594595,-83.3723639,RASPISHAKE
R3F1B,Raspberry Shake Citizen Science Station,64.11711712,-21.85830789,RASPISHAKE
R3F35,Raspberry Shake Citizen Science Station,19.44144144,-155.2740848,RASPISHAKE
R3F39,Raspberry Shake Citizen Science Station,36.36936937,-99.6239709,RASPISHAKE
R3F3B,Raspberry Shake Citizen Science Station,47.16216216,-113.407587,RASPISHAKE
R3F68,Raspberry Shake Citizen Science Station,35.31531532,139.1013081,RASPISHAKE
R3F74,Raspberry Shake Citizen Science Station,50.22522523,18.98259262,RASPISHAKE
R3F75,Raspberry Shake Citizen Science Station,61.04504505,28.15639705,RASPISHAKE
R3F7F,Raspberry Shake Citizen Science Station,-7.54954955,110.3461004,RASPISHAKE
R3F8A,Raspberry Shake Citizen Science Station,8.882882883,-82.18586379,RASPISHAKE
R3F94,Raspberry Shake Citizen Science Station,20.54054054,-100.2711744,RASPISHAKE
R3F9B,Raspberry Shake Citizen Science Station,43.25225225,-79.85182083,RASPISHAKE
R3FB8,Raspberry Shake Citizen Science Station,52.92792793,-2.570604161,RASPISHAKE
R3FC0,Raspberry Shake Citizen Science Station,41.31531532,69.16242991,RASPISHAKE
R3FD8,Raspberry Shake Citizen Science Station,52.22522523,-2.735556079,RASPISHAKE
R3FD9,Raspberry Shake Citizen Science Station,40.11711712,-83.06575558,RASPISHAKE
R4002,Raspberry Shake Citizen Science Station,8.981981982,-79.52488008,RASPISHAKE
R400D,Raspberry Shake Citizen Science Station,40.42342342,-3.727966638,RASPISHAKE
R404C,Raspberry Shake Citizen Science Station,42.32432432,-71.39926849,RASPISHAKE
R4051,Raspberry Shake Citizen Science Station,18.30630631,-66.07594445,RASPISHAKE
R40AC,Raspberry Shake Citizen Science Station,-5.315315315,151.0208366,RASPISHAKE
R40AF,Raspberry Shake Citizen Science Station,58.54054054,5.731306773,RASPISHAKE
R40C1,Raspberry Shake Citizen Science Station,47.73873874,-122.0473133,RASPISHAKE
R40E8,Raspberry Shake Citizen Science Station,37.67567568,-120.9661254,RASPISHAKE
R413C,Raspberry Shake Citizen Science Station,45.75675676,3.099155687,RASPISHAKE
R4141,Raspberry Shake Citizen Science Station,33.99099099,-96.39339357,RASPISHAKE
R417B,Raspberry Shake Citizen Science Station,61.2972973,-149.4856673,RASPISHAKE
R4186,Raspberry Shake Citizen Science Station,48.14414414,12.2870425,RASPISHAKE
R41D6,Raspberry Shake Citizen Science Station,48.6036036,7.793599892,RASPISHAKE
R4203,Raspberry Shake Citizen Science Station,46.00900901,4.552893002,RASPISHAKE
R4277,Raspberry Shake Citizen Science Station,-42.90990991,147.6141765,RASPISHAKE
R427E,Raspberry Shake Citizen Science Station,47.59459459,7.335076197,RASPISHAKE
R42BF,Raspberry Shake Citizen Science Station,64.10810811,-21.8745414,RASPISHAKE
R433E,Raspberry Shake Citizen Science Station,25.03603604,121.6097987,RASPISHAKE
R4355,Raspberry Shake Citizen Science Station,37.07207207,128.3449469,RASPISHAKE
R435A,Raspberry Shake Citizen Science Station,8.774774775,-82.63554123,RASPISHAKE
R435B,Raspberry Shake Citizen Science Station,38.9009009,-77.26597499,RASPISHAKE
R43A3,Raspberry Shake Citizen Science Station,27.97297297,83.11941465,RASPISHAKE
R43DD,Raspberry Shake Citizen Science Station,8.936936937,-82.18867437,RASPISHAKE
R43E7,Raspberry Shake Citizen Science Station,48.43243243,-123.3803585,RASPISHAKE
R440A,Raspberry Shake Citizen Science Station,51.44144144,-2.544280794,RASPISHAKE
R441F,Raspberry Shake Citizen Science Station,34.09009009,-118.3131494,RASPISHAKE
R4458,Raspberry Shake Citizen Science Station,45.72972973,-74.29732968,RASPISHAKE
R4459,Raspberry Shake Citizen Science Station,37.75675676,-122.4358571,RASPISHAKE
R4468,Raspberry Shake Citizen Science Station,41.37837838,-83.63678036,RASPISHAKE
R4484,Raspberry Shake Citizen Science Station,55.62162162,11.82367142,RASPISHAKE
R448A,Raspberry Shake Citizen Science Station,58.97297297,5.715677254,RASPISHAKE
R4495,Raspberry Shake Citizen Science Station,34.85585586,-95.52186239,RASPISHAKE
R44A7,Raspberry Shake Citizen Science Station,-7.621621622,110.462999,RASPISHAKE
R44B3,Raspberry Shake Citizen Science Station,47.66666667,-122.3510752,RASPISHAKE
R44D3,Raspberry Shake Citizen Science Station,35.95495495,-78.52408264,RASPISHAKE
R44D6,Raspberry Shake Citizen Science Station,58.83783784,5.728657851,RASPISHAKE
R44DC,Raspberry Shake Citizen Science Station,58.88288288,5.665666488,RASPISHAKE
R44F5,Raspberry Shake Citizen Science Station,52.33333333,12.97437706,RASPISHAKE
R4506,Raspberry Shake Citizen Science Station,51.74774775,-0.451153639,RASPISHAKE
R4519,Raspberry Shake Citizen Science Station,58.7027027,22.51243645,RASPISHAKE
R4521,Raspberry Shake Citizen Science Station,5.054054054,-75.50121189,RASPISHAKE
R453F,Raspberry Shake Citizen Science Station,52.98198198,-0.748294185,RASPISHAKE
R454A,Raspberry Shake Citizen Science Station,8.774774775,-82.63549666,RASPISHAKE
R4578,Raspberry Shake Citizen Science Station,44.07207207,-103.2005938,RASPISHAKE
R459C,Raspberry Shake Citizen Science Station,52.87387387,-1.074820769,RASPISHAKE
R45A8,Raspberry Shake Citizen Science Station,38,23.92855506,RASPISHAKE
R45B4,Raspberry Shake Citizen Science Station,21.08108108,-104.432937,RASPISHAKE
R45CC,Raspberry Shake Citizen Science Station,48.59459459,7.738317704,RASPISHAKE
R45D7,Raspberry Shake Citizen Science Station,38.89189189,-77.12287617,RASPISHAKE
R45E1,Raspberry Shake Citizen Science Station,35.96396396,-97.20696021,RASPISHAKE
R45F1,Raspberry Shake Citizen Science Station,8.774774775,-82.63554123,RASPISHAKE
R45FA,Raspberry Shake Citizen Science Station,38.15315315,-85.85883681,RASPISHAKE
R4601,Raspberry Shake Citizen Science Station,44.43243243,26.1559185,RASPISHAKE
R461D,Raspberry Shake Citizen Science Station,48.69369369,7.780503575,RASPISHAKE
R4639,Raspberry Shake Citizen Science Station,40.93693694,-74.1299168,RASPISHAKE
R4644,Raspberry Shake Citizen Science Station,42.87387387,0,RASPISHAKE
R4666,Raspberry Shake Citizen Science Station,42.4954955,-88.2695023,RASPISHAKE
R46C3,Raspberry Shake Citizen Science Station,-38.68468468,176.0839486,RASPISHAKE
R4715,Raspberry Shake Citizen Science Station,14.26126126,120.9164341,RASPISHAKE
R4738,Raspberry Shake Citizen Science Station,49.24324324,-122.557717,RASPISHAKE
R4750,Raspberry Shake Citizen Science Station,45.65765766,14.28351952,RASPISHAKE
R4753,Raspberry Shake Citizen Science Station,36.86486486,-121.7229767,RASPISHAKE
R475A,Raspberry Shake Citizen Science Station,51.48648649,-3.226787639,RASPISHAKE
R47AB,Raspberry Shake Citizen Science Station,38.87387387,-77.2746976,RASPISHAKE
R47B7,Raspberry Shake Citizen Science Station,51.65765766,6.738525915,RASPISHAKE
R47BE,Raspberry Shake Citizen Science Station,54.25225225,-0.370143241,RASPISHAKE
R47E5,Raspberry Shake Citizen Science Station,48.14414414,12.28701856,RASPISHAKE
R47FB,Raspberry Shake Citizen Science Station,8.774774775,-82.63554123,RASPISHAKE
R480A,Raspberry Shake Citizen Science Station,50.20720721,-5.307483239,RASPISHAKE
R4839,Raspberry Shake Citizen Science Station,-33.81981982,151.1973697,RASPISHAKE
R4866,Raspberry Shake Citizen Science Station,37.36036036,-122.0269038,RASPISHAKE
R4885,Raspberry Shake Citizen Science Station,-13.52252252,-71.95915575,RASPISHAKE
R488C,Raspberry Shake Citizen Science Station,64.12612613,-21.88367241,RASPISHAKE
R489A,Raspberry Shake Citizen Science Station,46.77477477,10.16927952,RASPISHAKE
R48B5,Raspberry Shake Citizen Science Station,48.4954955,-123.3738457,RASPISHAKE
R48DF,Raspberry Shake Citizen Science Station,45.93693694,13.04590345,RASPISHAKE
R48E1,Raspberry Shake Citizen Science Station,42.54054054,-71.36535654,RASPISHAKE
R4903,Raspberry Shake Citizen Science Station,-35.34234234,149.1558398,RASPISHAKE
R4955,Raspberry Shake Citizen Science Station,42.86486486,-71.99990256,RASPISHAKE
R495D,Raspberry Shake Citizen Science Station,37.03603604,27.41390045,RASPISHAKE
R4977,Raspberry Shake Citizen Science Station,47.74774775,7.328957907,RASPISHAKE
R4989,Raspberry Shake Citizen Science Station,44.87387387,-68.67635185,RASPISHAKE
R49A5,Raspberry Shake Citizen Science Station,51.38738739,5.558118431,RASPISHAKE
R49AE,Raspberry Shake Citizen Science Station,42.41441441,-71.11824387,RASPISHAKE
R49B6,Raspberry Shake Citizen Science Station,18.55855856,-72.29235928,RASPISHAKE
R49E3,Raspberry Shake Citizen Science Station,13.13513514,-59.63403184,RASPISHAKE
R49F4,Raspberry Shake Citizen Science Station,37.1981982,-121.8355842,RASPISHAKE
R49FD,Raspberry Shake Citizen Science Station,52.99099099,18.66699515,RASPISHAKE
R4A0F,Raspberry Shake Citizen Science Station,47.67567568,7.373560209,RASPISHAKE
R4A19,Raspberry Shake Citizen Science Station,14.0990991,-87.20630025,RASPISHAKE
R4A29,Raspberry Shake Citizen Science Station,37.98198198,-91.5356347,RASPISHAKE
R4A37,Raspberry Shake Citizen Science Station,52.87387387,-1.074808376,RASPISHAKE
R4A43,Raspberry Shake Citizen Science Station,48.18018018,11.5660363,RASPISHAKE
R4A9F,Raspberry Shake Citizen Science Station,-0.837837838,119.8867762,RASPISHAKE
R4ABD,Raspberry Shake Citizen Science Station,64.89189189,-147.7811743,RASPISHAKE
R4ACA,Raspberry Shake Citizen Science Station,8.810810811,-82.61625189,RASPISHAKE
R4ADE,Raspberry Shake Citizen Science Station,-0.207207207,-78.50504953,RASPISHAKE
R4AF8,Raspberry Shake Citizen Science Station,40.69369369,-73.96848795,RASPISHAKE
R4B0F,Raspberry Shake Citizen Science Station,34.14414414,-118.4328464,RASPISHAKE
R4B13,Raspberry Shake Citizen Science Station,36.87387387,-88.2969603,RASPISHAKE
R4B1D,Raspberry Shake Citizen Science Station,-42.91891892,147.2555422,RASPISHAKE
R4B31,Raspberry Shake Citizen Science Station,41.40540541,2.15013949,RASPISHAKE
R4B3C,Raspberry Shake Citizen Science Station,38.91891892,-77.34652812,RASPISHAKE
R4B4A,Raspberry Shake Citizen Science Station,48.65765766,7.815198449,RASPISHAKE
R4B63,Raspberry Shake Citizen Science Station,37.28828829,-121.9465552,RASPISHAKE
R4B80,Raspberry Shake Citizen Science Station,37.27027027,-122.0553551,RASPISHAKE
R4B81,Raspberry Shake Citizen Science Station,34.6036036,-120.0901555,RASPISHAKE
R4BA9,Raspberry Shake Citizen Science Station,22.27927928,114.1838968,RASPISHAKE
R4BB0,Raspberry Shake Citizen Science Station,8.774774775,-82.63556351,RASPISHAKE
R4BB4,Raspberry Shake Citizen Science Station,43.21621622,-75.40074493,RASPISHAKE
R4C1A,Raspberry Shake Citizen Science Station,33.89189189,-94.81668204,RASPISHAKE
R4C5A,Raspberry Shake Citizen Science Station,8.72972973,-82.42528103,RASPISHAKE
R4C90,Raspberry Shake Citizen Science Station,40.68468468,141.3562024,RASPISHAKE
R4CA2,Raspberry Shake Citizen Science Station,39.17117117,-76.89051474,RASPISHAKE
R4CC7,Raspberry Shake Citizen Science Station,8.774774775,-82.63551894,RASPISHAKE
R4CE7,Raspberry Shake Citizen Science Station,33.78378378,-118.3625241,RASPISHAKE
R4CF0,Raspberry Shake Citizen Science Station,37.7027027,-121.4224061,RASPISHAKE
R4D07,Raspberry Shake Citizen Science Station,42,1.988142051,RASPISHAKE
R4D20,Raspberry Shake Citizen Science Station,-41.54054054,173.8800843,RASPISHAKE
R4D65,Raspberry Shake Citizen Science Station,49.21621622,-122.9513762,RASPISHAKE
R4DA5,Raspberry Shake Citizen Science Station,47.9009009,1.881430604,RASPISHAKE
R4DE1,Raspberry Shake Citizen Science Station,30.24324324,-97.88713929,RASPISHAKE
R4DE2,Raspberry Shake Citizen Science Station,-34.88288288,-56.25491322,RASPISHAKE
R4DE3,Raspberry Shake Citizen Science Station,18.43243243,-66.05875416,RASPISHAKE
R4DFA,Raspberry Shake Citizen Science Station,44.06306306,-121.2941945,RASPISHAKE
R4E13,Raspberry Shake Citizen Science Station,15.33333333,-61.3280325,RASPISHAKE
R4E40,Raspberry Shake Citizen Science Station,41.31531532,14.11826718,RASPISHAKE
R4E5D,Raspberry Shake Citizen Science Station,40.72972973,-84.02578061,RASPISHAKE
R4E74,Raspberry Shake Citizen Science Station,21.92792793,-102.3147185,RASPISHAKE
R4E78,Raspberry Shake Citizen Science Station,-37.04504505,142.7791284,RASPISHAKE
R4E7A,Raspberry Shake Citizen Science Station,45.81081081,8.608399651,RASPISHAKE
R4EB6,Raspberry Shake Citizen Science Station,37.97297297,23.71423269,RASPISHAKE
R4EC8,Raspberry Shake Citizen Science Station,53.00900901,-2.276311312,RASPISHAKE
R4F11,Raspberry Shake Citizen Science Station,53.86486486,-122.7591132,RASPISHAKE
R4F29,Raspberry Shake Citizen Science Station,32.10810811,-111.0235166,RASPISHAKE
R4F38,Raspberry Shake Citizen Science Station,38.02702703,23.83639133,RASPISHAKE
R4F51,Raspberry Shake Citizen Science Station,53.05405405,-2.518228931,RASPISHAKE
R4F5A,Raspberry Shake Citizen Science Station,4.63963964,-74.0716296,RASPISHAKE
R4F7E,Raspberry Shake Citizen Science Station,-27.53153153,153.1962812,RASPISHAKE
R4F95,Raspberry Shake Citizen Science Station,-45.81981982,170.5527298,RASPISHAKE
R4FA6,Raspberry Shake Citizen Science Station,37.78378378,-122.393162,RASPISHAKE
R4FB1,Raspberry Shake Citizen Science Station,44.78378378,7.997220888,RASPISHAKE
R4FD1,Raspberry Shake Citizen Science Station,8.756756757,-82.45703259,RASPISHAKE
R4FF5,Raspberry Shake Citizen Science Station,25.95495495,-80.3588774,RASPISHAKE
R5010,Raspberry Shake Citizen Science Station,30.63963964,-88.93006904,RASPISHAKE
R50AD,Raspberry Shake Citizen Science Station,45.66666667,-111.0350277,RASPISHAKE
R50BE,Raspberry Shake Citizen Science Station,35.07207207,129.0672289,RASPISHAKE
R50C3,Raspberry Shake Citizen Science Station,52.64864865,-0.623770094,RASPISHAKE
R50DB,Raspberry Shake Citizen Science Station,32.30630631,-110.8601999,RASPISHAKE
R5124,Raspberry Shake Citizen Science Station,47.64864865,-122.30866,RASPISHAKE
R5146,Raspberry Shake Citizen Science Station,9,-79.54799997,RASPISHAKE
R5162,Raspberry Shake Citizen Science Station,35.13513514,-106.7031851,RASPISHAKE
R51D2,Raspberry Shake Citizen Science Station,51.6036036,-0.333658155,RASPISHAKE
R51F6,Raspberry Shake Citizen Science Station,27.64864865,84.11958204,RASPISHAKE
R51FD,Raspberry Shake Citizen Science Station,47.82882883,1.932383853,RASPISHAKE
R521F,Raspberry Shake Citizen Science Station,31.3963964,-100.4850042,RASPISHAKE
R522C,Raspberry Shake Citizen Science Station,42.44144144,-76.47259784,RASPISHAKE
R52B3,Raspberry Shake Citizen Science Station,37.89189189,-122.2608229,RASPISHAKE
R52BF,Raspberry Shake Citizen Science Station,47.72972973,-121.9733417,RASPISHAKE
R52CB,Raspberry Shake Citizen Science Station,31.81081081,117.1841259,RASPISHAKE
R52CD,Raspberry Shake Citizen Science Station,8.765765766,-82.41431693,RASPISHAKE
R52CE,Raspberry Shake Citizen Science Station,38.3963964,27.09642602,RASPISHAKE
R52F3,Raspberry Shake Citizen Science Station,43.55855856,-83.97943005,RASPISHAKE
R52FA,Raspberry Shake Citizen Science Station,38.8018018,-94.76917016,RASPISHAKE
R5308,Raspberry Shake Citizen Science Station,47.58558559,7.559955698,RASPISHAKE
R5331,Raspberry Shake Citizen Science Station,52.67567568,-0.713212963,RASPISHAKE
R533A,Raspberry Shake Citizen Science Station,38.15315315,-85.85883681,RASPISHAKE
R5365,Raspberry Shake Citizen Science Station,47.54054054,-122.1418774,RASPISHAKE
R53B7,Raspberry Shake Citizen Science Station,45.78378378,3.061711534,RASPISHAKE
R53C0,Raspberry Shake Citizen Science Station,42.72072072,-84.4739745,RASPISHAKE
R53EE,Raspberry Shake Citizen Science Station,20.68468468,-100.4336528,RASPISHAKE
R5413,Raspberry Shake Citizen Science Station,21.97297297,96.09230573,RASPISHAKE
R5456,Raspberry Shake Citizen Science Station,35.81081081,-106.2112846,RASPISHAKE
R5475,Raspberry Shake Citizen Science Station,28.85585586,-112.0064262,RASPISHAKE
R5478,Raspberry Shake Citizen Science Station,33.37837838,-111.9434593,RASPISHAKE
R548A,Raspberry Shake Citizen Science Station,41.85585586,12.60473603,RASPISHAKE
R548C,Raspberry Shake Citizen Science Station,34.41441441,-119.7302405,RASPISHAKE
R54E5,Raspberry Shake Citizen Science Station,20.7027027,-105.218572,RASPISHAKE
R5500,Raspberry Shake Citizen Science Station,31.47747748,-83.51723549,RASPISHAKE
R550B,Raspberry Shake Citizen Science Station,43.63963964,-79.39400533,RASPISHAKE
R5522,Raspberry Shake Citizen Science Station,36.30630631,127.3203133,RASPISHAKE
R5528,Raspberry Shake Citizen Science Station,55.6036036,13.01415757,RASPISHAKE
R5575,Raspberry Shake Citizen Science Station,-27.36936937,-70.32606296,RASPISHAKE
R55E0,Raspberry Shake Citizen Science Station,45,-123.015178,RASPISHAKE
R55F8,Raspberry Shake Citizen Science Station,25.06306306,121.5751285,RASPISHAKE
R562A,Raspberry Shake Citizen Science Station,35.1981982,-111.5859186,RASPISHAKE
R5637,Raspberry Shake Citizen Science Station,43,-7.551760438,RASPISHAKE
R565E,Raspberry Shake Citizen Science Station,34.95495495,137.0593959,RASPISHAKE
R5661,Raspberry Shake Citizen Science Station,4.648648649,-74.04571098,RASPISHAKE
R5663,Raspberry Shake Citizen Science Station,37.7027027,-121.4225699,RASPISHAKE
R567F,Raspberry Shake Citizen Science Station,40.57657658,-74.09105145,RASPISHAKE
R569B,Raspberry Shake Citizen Science Station,15.20720721,-61.35828614,RASPISHAKE
R56C6,Raspberry Shake Citizen Science Station,33.32432432,-111.9807017,RASPISHAKE
R56F1,Raspberry Shake Citizen Science Station,-12.07207207,-77.08400486,RASPISHAKE
R570D,Raspberry Shake Citizen Science Station,47.41441441,-122.2309815,RASPISHAKE
R573E,Raspberry Shake Citizen Science Station,43.77477477,5.764868969,RASPISHAKE
R5745,Raspberry Shake Citizen Science Station,48.16216216,-122.2184871,RASPISHAKE
R5754,Raspberry Shake Citizen Science Station,57.15315315,-2.541681834,RASPISHAKE
R5768,Raspberry Shake Citizen Science Station,36.17117117,-115.1284377,RASPISHAKE
R57B0,Raspberry Shake Citizen Science Station,38.81081081,-123.0224172,RASPISHAKE
R57B6,Raspberry Shake Citizen Science Station,52.07207207,5.101105503,RASPISHAKE
R57C2,Raspberry Shake Citizen Science Station,35.18018018,-97.44537981,RASPISHAKE
R57C7,Raspberry Shake Citizen Science Station,45.36936937,6.347954137,RASPISHAKE
R57EC,Raspberry Shake Citizen Science Station,42.33333333,-71.1612003,RASPISHAKE
R5807,Raspberry Shake Citizen Science Station,50.87387387,4.340756411,RASPISHAKE
R584C,Raspberry Shake Citizen Science Station,19,-117.9961668,RASPISHAKE
R5871,Raspberry Shake Citizen Science Station,35.08108108,-80.74217876,RASPISHAKE
R58D8,Raspberry Shake Citizen Science Station,39.03603604,-77.06706225,RASPISHAKE
R58F1,Raspberry Shake Citizen Science Station,48.73873874,-3.360900553,RASPISHAKE
R5936,Raspberry Shake Citizen Science Station,40.77477477,-96.60466167,RASPISHAKE
R595E,Raspberry Shake Citizen Science Station,19.31531532,-72.1236704,RASPISHAKE
R5966,Raspberry Shake Citizen Science Station,52.3963964,13.03795485,RASPISHAKE
R596F,Raspberry Shake Citizen Science Station,37.42342342,-122.1387522,RASPISHAKE
R5982,Raspberry Shake Citizen Science Station,51.37837838,-0.389710922,RASPISHAKE
R59E2,Raspberry Shake Citizen Science Station,41.45045045,2.199857442,RASPISHAKE
R5A0B,Raspberry Shake Citizen Science Station,43.56756757,7.088029682,RASPISHAKE
R5A10,Raspberry Shake Citizen Science Station,51.66666667,5.607216672,RASPISHAKE
R5A2C,Raspberry Shake Citizen Science Station,37.95495495,-122.0021437,RASPISHAKE
R5A78,Raspberry Shake Citizen Science Station,20.21621622,-155.8077563,RASPISHAKE
R5AB2,Raspberry Shake Citizen Science Station,-33.41441441,-70.58857644,RASPISHAKE
R5B17,Raspberry Shake Citizen Science Station,45.75675676,13.63718939,RASPISHAKE
R5B3B,Raspberry Shake Citizen Science Station,19.03603604,-98.23257343,RASPISHAKE
R5B44,Raspberry Shake Citizen Science Station,52.33333333,12.97437706,RASPISHAKE
R5B7D,Raspberry Shake Citizen Science Station,48.27927928,14.29718894,RASPISHAKE
R5BCC,Raspberry Shake Citizen Science Station,18.43243243,-66.05875416,RASPISHAKE
R5BDD,Raspberry Shake Personal Seismograph Station,35.210652,-97.440034,IRISDMC / RASPISHAKE
R5BE7,Raspberry Shake Citizen Science Station,-41.25225225,174.7708731,RASPISHAKE
R5C08,Raspberry Shake Citizen Science Station,64.79279279,-147.9870903,RASPISHAKE
R5C0A,Raspberry Shake Citizen Science Station,41.79279279,14.91291633,RASPISHAKE
R5C27,Raspberry Shake Citizen Science Station,-37.18018018,174.9880465,RASPISHAKE
R5C4A,Raspberry Shake Citizen Science Station,46.2972973,7.902197661,RASPISHAKE
R5C4C,Raspberry Shake Citizen Science Station,32.78378378,-79.93071716,RASPISHAKE
R5C51,Raspberry Shake Citizen Science Station,55.6036036,13.01412439,RASPISHAKE
R5C7D,Raspberry Shake Citizen Science Station,-41.32432432,174.7864661,RASPISHAKE
R5C96,Raspberry Shake Citizen Science Station,40.3963964,-3.702733952,RASPISHAKE
R5C9B,Raspberry Shake Citizen Science Station,37.1981982,-121.7895359,RASPISHAKE
R5CD0,Raspberry Shake Citizen Science Station,32.94594595,-97.07440264,RASPISHAKE
R5CFA,Raspberry Shake Citizen Science Station,33.6036036,-117.8810682,RASPISHAKE
R5D0D,Raspberry Shake Citizen Science Station,33.89189189,-118.1653179,RASPISHAKE
R5D53,Raspberry Shake Citizen Science Station,18.9009009,-98.71427686,RASPISHAKE
R5D70,Raspberry Shake Citizen Science Station,47.37837838,-122.1846189,RASPISHAKE
R5D79,Raspberry Shake Citizen Science Station,8.783783784,-82.63605378,RASPISHAKE
R5D95,Raspberry Shake Citizen Science Station,8.774774775,-82.63556351,RASPISHAKE
R5DAA,Raspberry Shake Citizen Science Station,60.12612613,-149.4331311,RASPISHAKE
R5DDF,Raspberry Shake Citizen Science Station,30.09009009,-95.445128,RASPISHAKE
R5DFC,Raspberry Shake Citizen Science Station,25.04504505,121.5603478,RASPISHAKE
R5E0E,Raspberry Shake Citizen Science Station,36.96396396,-122.045594,RASPISHAKE
R5E0F,Raspberry Shake Citizen Science Station,34.44144144,-119.6733651,RASPISHAKE
R5E42,Raspberry Shake Citizen Science Station,53.30630631,6.573854402,RASPISHAKE
R5E4D,Raspberry Shake Citizen Science Station,33.78378378,-118.3626623,RASPISHAKE
R5E70,Raspberry Shake Citizen Science Station,52.22522523,-2.735549918,RASPISHAKE
R5ECB,Raspberry Shake Citizen Science Station,35.21621622,-97.40959095,RASPISHAKE
R5F12,Raspberry Shake Citizen Science Station,51.47747748,5.425260352,RASPISHAKE
R5F5C,Raspberry Shake Citizen Science Station,8.810810811,-82.85304139,RASPISHAKE
R5F74,Raspberry Shake Citizen Science Station,50.93693694,7.277145275,RASPISHAKE
R5F75,Raspberry Shake Citizen Science Station,38.35135135,-122.2220274,RASPISHAKE
R5F94,Raspberry Shake Citizen Science Station,-23.57657658,-46.7409176,RASPISHAKE
R5FB2,Raspberry Shake Citizen Science Station,50.27927928,3.595098545,RASPISHAKE
R5FBE,Raspberry Shake Citizen Science Station,47.33333333,-1.515476137,RASPISHAKE
R5FCA,Raspberry Shake Citizen Science Station,57.76576577,7.99047374,RASPISHAKE
R5FDD,Raspberry Shake Citizen Science Station,-41.53153153,173.9473305,RASPISHAKE
R5FE9,Raspberry Shake Citizen Science Station,36.01801802,-115.0410807,RASPISHAKE
R6012,Raspberry Shake Citizen Science Station,35.14414414,-118.635575,RASPISHAKE
R6059,Raspberry Shake Citizen Science Station,38.98198198,-76.85885774,RASPISHAKE
R60B1,Raspberry Shake Citizen Science Station,48.63963964,7.744729322,RASPISHAKE
R60D1,Raspberry Shake Citizen Science Station,-41.27027027,174.898086,RASPISHAKE
R60DC,Raspberry Shake Citizen Science Station,35.82882883,-84.18809498,RASPISHAKE
R60E9,Raspberry Shake Citizen Science Station,39.54054054,-75.89646367,RASPISHAKE
R60ED,Raspberry Shake Citizen Science Station,55.91891892,-3.167539462,RASPISHAKE
R60F0,Raspberry Shake Citizen Science Station,52.48648649,13.31596517,RASPISHAKE
R6136,Raspberry Shake Citizen Science Station,10.6036036,-61.31862071,RASPISHAKE
R614C,Raspberry Shake Citizen Science Station,54,-1.548328772,RASPISHAKE
R615F,Raspberry Shake Citizen Science Station,40.47747748,-88.95436094,RASPISHAKE
R617D,Raspberry Shake Citizen Science Station,23.09009009,-109.6998464,RASPISHAKE
R617F,Raspberry Shake Citizen Science Station,35.08108108,-106.6058909,RASPISHAKE
R6197,Raspberry Shake Citizen Science Station,20.84684685,-105.3192962,RASPISHAKE
R61A8,Raspberry Shake Citizen Science Station,8.873873874,-82.14656522,RASPISHAKE
R61AC,Raspberry Shake Citizen Science Station,54.31531532,-2.517817214,RASPISHAKE
R61CB,Raspberry Shake Citizen Science Station,45.04504505,7.676352806,RASPISHAKE
R6214,Raspberry Shake Citizen Science Station,48.37837838,-122.5122531,RASPISHAKE
R623F,Raspberry Shake Citizen Science Station,33.86486486,84.22231202,RASPISHAKE
R626B,Raspberry Shake Citizen Science Station,8.405405405,-82.43623255,RASPISHAKE
